instance,0%,10%,50,100%
r5n.24xlarge,258.1,419.6,744.7,1039.3
r5n.metal,258.1,419.6,744.7,1039.3
r5b.large,5.4,8.7,15.5,21.7
r5b.xlarge,10.8,17.5,31.0,43.3
r5b.2xlarge,21.5,35.0,62.1,86.6
r5b.4xlarge,43.0,69.9,124.1,173.2
r5b.8xlarge,86.0,139.9,248.2,346.4
r5b.12xlarge,129.1,209.8,372.4,519.6
r5b.16xlarge,172.1,279.7,496.5,692.9
r5b.24xlarge,258.1,419.6,744.7,1039.3
r5b.metal,258.1,419.6,744.7,1039.3
r6g.medium,2.3,3.6,5.4,7.7
r6g.large,4.7,7.2,10.9,15.3
r6g.xlarge,9.4,14.5,21.7,30.6
r6g.2xlarge,18.7,28.9,43.5,61.2
r6g.4xlarge,37.5,57.8,86.9,122.5
r6g.8xlarge,74.9,115.7,173.8,245.0
r6g.12xlarge,112.4,173.5,260.7,367.5
r6g.16xlarge,149.8,231.3,347.6,490.0
r6g.metal,149.8,231.3,347.6,490.0
r6gd.medium,2.3,3.6,5.4,7.7
r6gd.large,4.7,7.2,10.9,15.3
r6gd.xlarge,9.4,14.5,21.7,30.6
r6gd.2xlarge,18.7,28.9,43.5,61.2
r6gd.4xlarge,37.5,57.8,86.9,122.5
r6gd.8xlarge,74.9,115.7,173.8,245.0
r6gd.12xlarge,112.4,173.5,260.7,367.5
r6gd.16xlarge,149.8,231.3,347.6,490.0
r6gd.metal,149.8,231.3,347.6,490.0
t1.micro,2.4,4.1,6.8,8.8
t2.nano,1.7,2.9,4.7,6.1
t2.micro,1.8,3.0,4.9,6.4
t2.small,2.0,3.3,5.3,7.0
t2.medium,4.0,6.6,10.7,14.1
t2.large,4.2,6.8,10.5,14.2
t2.xlarge,8.4,13.6,21.0,28.4
t2.2xlarge,16.7,27.1,42.1,56.9
t3.nano,3.3,5.2,9.5,12.5
t3.micro,3.4,5.3,9.8,13.0
t3.small,3.5,5.5,10.4,14.0
t3.medium,3.8,6.0,11.6,16.0
t3.large,4.4,7.0,14.1,20.0
t3.xlarge,8.8,14.0,28.2,39.9
t3.2xlarge,17.6,27.9,56.5,79.8
t3a.nano,2.7,4.5,8.1,10.5
t3a.micro,2.8,4.6,8.3,10.8
t3a.small,3.0,4.9,8.7,11.4
t3a.medium,3.4,5.5,9.5,12.6
t3a.large,4.2,6.7,11.1,15.0
t3a.xlarge,8.5,13.4,22.3,29.9
t3a.2xlarge,16.9,26.9,44.5,59.8
t4g.nano,1.6,2.6,4.7,6.0
t4g.micro,1.7,2.7,4.9,6.3
t4g.small,1.9,3.0,5.3,6.9
t4g.medium,2.3,3.6,6.1,8.1
t4g.large,3.1,4.8,7.7,10.5
t4g.xlarge,6.2,9.7,15.3,21.0
t4g.2xlarge,12.3,19.3,30.7,42.0
u-6tb1.metal,1652.0,2510.4,3666.8,5264.8
u-9tb1.metal,2266.4,3432.0,4895.6,7108.0
u-12tb1.metal,2880.8,4353.6,6124.4,8951.2
u-18tb1.metal,4109.6,6196.8,8582.0,12637.6
u-24tb1.metal,5338.4,8040.0,11039.6,16324.0
x1.16xlarge,291.4,456.1,662.9,936.4
x1.32xlarge,582.8,912.2,1325.7,1872.9
x1e.xlarge,30.4,46.8,65.8,95.1
x1e.2xlarge,60.8,93.6,131.7,190.3
x1e.4xlarge,121.6,187.2,263.3,380.5
x1e.8xlarge,243.3,374.5,526.6,761.0
x1e.16xlarge,486.6,748.9,1053.3,1522.0
x1e.32xlarge,973.2,1497.8,2106.5,3044.1
x2gd.medium,3.9,6.0,8.6,12.5
x2gd.large,7.9,12.0,17.3,24.9
x2gd.xlarge,15.8,24.1,34.5,49.8
x2gd.2xlarge,31.5,48.1,69.1,99.6
x2gd.4xlarge,63.1,96.2,138.1,199.3
x2gd.8xlarge,126.1,192.5,276.2,398.6
x2gd.12xlarge,189.2,288.7,414.3,597.9
x2gd.16xlarge,252.2,384.9,552.4,797.2
x2gd.metal,252.2,384.9,552.4,797.2
z1d.large,8.1,14.0,26.3,33.0
z1d.xlarge,16.2,28.0,52.6,66.1
z1d.2xlarge,32.3,56.0,105.2,132.2
z1d.3xlarge,48.5,84.0,157.8,198.3
z1d.6xlarge,97.0,168.0,315.5,396.5
z1d.12xlarge,194.0,336.0,631.0,793.0
z1d.metal,194.0,336.0,631.0,793.0
cache.t2.micro,1.7,2.9,4.8,6.2
cache.t2.small,1.9,3.2,5.2,6.8
cache.t2.medium,3.9,6.4,10.4,13.6
cache.t3.micro,3.3,5.2,9.5,12.5
cache.t3.small,3.4,5.4,10.0,13.3
cache.t3.medium,3.7,5.8,11.1,15.0
cache.m3.medium,3.1,5.0,8.0,10.7
cache.m4.large,3.9,6.3,9.9,13.3
cache.m4.xlarge,8.0,13.1,20.3,27.4
cache.m4.2xlarge,16.3,26.5,41.1,55.5
cache.m4.4xlarge,32.8,53.3,82.8,111.8
cache.m4.10xlarge,95.1,155.3,243.5,326.7
cache.m5.large,3.9,6.3,11.1,15.3
cache.m5.xlarge,7.8,12.6,22.2,30.6
cache.m5.2xlarge,15.6,25.2,44.6,61.4
cache.m5.4xlarge,31.2,50.4,89.2,122.9
cache.m5.12xlarge,93.8,151.4,267.8,369.0
cache.m5.24xlarge,187.6,302.8,535.7,738.1
cache.m6g.large,3.1,4.8,7.7,10.5
cache.m6g.xlarge,6.2,9.7,15.3,21.0
cache.m6g.2xlarge,12.3,19.3,30.7,42.0
cache.m6g.4xlarge,24.7,38.6,61.3,84.1
cache.m6g.8xlarge,49.3,77.3,122.6,168.2
cache.m6g.12xlarge,74.0,115.9,183.9,252.3
cache.m6g.16xlarge,98.6,154.5,245.2,336.4
cache.r3.2xlarge,26.9,43.3,66.2,90.4
cache.r4.large,5.0,8.1,12.2,16.8
cache.r4.xlarge,10.2,16.3,24.7,33.9
cache.r4.2xlarge,20.4,32.7,49.5,68.0
cache.r4.4xlarge,40.9,65.5,99.1,136.2
cache.r4.8xlarge,82.0,131.1,198.4,272.7
cache.r4.16xlarge,164.0,262.4,396.9,545.7
cache.r5.large,5.2,8.2,17.3,25.0
cache.r5.xlarge,10.4,16.4,34.6,50.2
cache.r5.2xlarge,20.8,32.9,69.4,100.6
cache.r5.4xlarge,41.6,65.9,138.9,201.4
cache.r5.12xlarge,124.8,197.8,416.9,604.6
cache.r5.24xlarge,249.6,395.6,833.8,1209.3
cache.r6g.large,4.7,7.2,10.9,15.3
cache.r6g.xlarge,9.4,14.5,21.7,30.6
cache.r6g.2xlarge,18.7,28.9,43.5,61.2
cache.r6g.4xlarge,37.5,57.8,86.9,122.5
cache.r6g.8xlarge,74.9,115.7,173.8,245.0
cache.r6g.12xlarge,112.4,173.5,260.7,367.5
cache.r6g.16xlarge,149.8,231.3,347.6,490.0
t3.small.elasticsearch,3.5,5.5,10.4,14.0
t3.medium.elasticsearch,3.8,6.0,11.6,16.0
t2.micro.elasticsearch,1.8,3.0,4.9,6.4
t2.small.elasticsearch,2.0,3.3,5.3,7.0
t2.medium.elasticsearch,4.0,6.6,10.7,14.1
m5.large.elasticsearch,4.1,6.7,11.8,16.3
m5.xlarge.elasticsearch,8.3,13.4,23.7,32.7
m5.2xlarge.elasticsearch,16.5,26.7,47.3,65.4
m5.4xlarge.elasticsearch,33.1,53.5,94.6,130.7
m5.12xlarge.elasticsearch,99.2,160.4,283.9,392.2
m4.large.elasticsearch,4.2,6.8,10.5,14.2
m4.xlarge.elasticsearch,8.4,13.6,21.0,28.4
m4.2xlarge.elasticsearch,16.7,27.1,42.1,56.9
m4.4xlarge.elasticsearch,33.5,54.3,84.1,113.8
m4.10xlarge.elasticsearch,96.1,156.9,245.6,329.9
m3.medium.elasticsearch,3.1,5.0,8.0,10.7
m3.large.elasticsearch,6.1,10.1,16.1,21.3
m3.xlarge.elasticsearch,12.2,20.1,32.1,42.6
m3.2xlarge.elasticsearch,24.4,40.3,64.2,85.2
c5.large.elasticsearch,4.9,7.8,13.3,18.0
c5.xlarge.elasticsearch,9.7,15.6,26.6,35.9
c5.2xlarge.elasticsearch,19.4,31.3,53.1,71.9
c5.4xlarge.elasticsearch,38.8,62.5,106.2,143.7
c5.9xlarge.elasticsearch,87.3,140.7,239.0,323.4
c5.18xlarge.elasticsearch,174.7,281.4,478.0,646.8
c4.large.elasticsearch,5.1,8.5,13.8,18.0
c4.xlarge.elasticsearch,10.2,16.9,27.5,36.1
c4.2xlarge.elasticsearch,20.3,33.9,55.0,72.1
c4.4xlarge.elasticsearch,40.6,67.8,110.1,144.3
c4.8xlarge.elasticsearch,89.9,150.3,244.7,320.2
r5.large.elasticsearch,5.6,8.9,19.1,27.9
r5.xlarge.elasticsearch,11.2,17.8,38.2,55.9
r5.2xlarge.elasticsearch,22.5,35.6,76.3,111.8
r5.4xlarge.elasticsearch,44.9,71.2,152.7,223.6
r5.12xlarge.elasticsearch,134.8,213.7,458.0,670.8
r4.large.elasticsearch,5.6,9.0,13.4,18.6
r4.xlarge.elasticsearch,11.3,17.9,26.8,37.1
r4.2xlarge.elasticsearch,22.5,35.8,53.7,74.3
r4.4xlarge.elasticsearch,45.1,71.7,107.3,148.6
r4.8xlarge.elasticsearch,90.1,143.4,214.7,297.1
r4.16xlarge.elasticsearch,180.2,286.7,429.3,594.3
r3.large.elasticsearch,6.7,10.8,16.5,22.6
r3.xlarge.elasticsearch,13.5,21.7,33.1,45.2
r3.2xlarge.elasticsearch,26.9,43.3,66.2,90.4
r3.4xlarge.elasticsearch,53.9,86.7,132.4,180.8
r3.8xlarge.elasticsearch,107.8,173.4,264.7,361.6
i3.large.elasticsearch,5.6,9.0,13.4,18.6
i3.xlarge.elasticsearch,11.3,17.9,26.8,37.1
i3.2xlarge.elasticsearch,22.5,35.8,53.7,74.3
i3.4xlarge.elasticsearch,45.1,71.7,107.3,148.6
i3.8xlarge.elasticsearch,90.1,143.4,214.7,297.1
i3.16xlarge.elasticsearch,180.2,286.7,429.3,594.3
i2.xlarge.elasticsearch,13.5,21.7,33.1,45.2
i2.2xlarge.elasticsearch,26.9,43.3,66.2,90.4
m6g.large.elasticsearch,3.1,4.8,7.7,10.5
m6g.xlarge.elasticsearch,6.2,9.7,15.3,21.0
m6g.2xlarge.elasticsearch,12.3,19.3,30.7,42.0
m6g.4xlarge.elasticsearch,24.7,38.6,61.3,84.1
m6g.8xlarge.elasticsearch,49.3,77.3,122.6,168.2
m6g.12xlarge.elasticsearch,74.0,115.9,183.9,252.3
c6g.large.elasticsearch,2.3,3.6,6.1,8.1
c6g.xlarge.elasticsearch,4.6,7.3,12.1,16.2
c6g.2xlarge.elasticsearch,9.1,14.5,24.3,32.4
c6g.4xlarge.elasticsearch,18.3,29.0,48.5,64.9
c6g.8xlarge.elasticsearch,36.5,58.1,97.0,129.8
c6g.12xlarge.elasticsearch,54.8,87.1,145.5,194.7
r6g.large.elasticsearch,4.7,7.2,10.9,15.3
r6g.xlarge.elasticsearch,9.4,14.5,21.7,30.6
r6g.2xlarge.elasticsearch,18.7,28.9,43.5,61.2
r6g.4xlarge.elasticsearch,37.5,57.8,86.9,122.5
r6g.8xlarge.elasticsearch,74.9,115.7,173.8,245.0
r6g.12xlarge.elasticsearch,112.4,173.5,260.7,367.5
r6gd.large.elasticsearch,4.7,7.2,10.9,15.3
r6gd.xlarge.elasticsearch,9.4,14.5,21.7,30.6
r6gd.2xlarge.elasticsearch,18.7,28.9,43.5,61.2
r6gd.4xlarge.elasticsearch,37.5,57.8,86.9,122.5
r6gd.8xlarge.elasticsearch,74.9,115.7,173.8,245.0
r6gd.12xlarge.elasticsearch,112.4,173.5,260.7,367.5
r6gd.16xlarge.elasticsearch,149.8,231.3,347.6,490.0
db.m6g.large,3.1,4.8,7.7,10.5
db.m6g.xlarge,6.2,9.7,15.3,21.0
db.m6g.2xlarge,12.3,19.3,30.7,42.0
db.m6g.4xlarge,24.7,38.6,61.3,84.1
db.m6g.8xlarge,49.3,77.3,122.6,168.2
db.m6g.12xlarge,74.0,115.9,183.9,252.3
db.m6g.16xlarge,98.6,154.5,245.2,336.4
db.m5.large,4.1,6.7,11.8,16.3
db.m5.xlarge,8.3,13.4,23.7,32.7
db.m5.2xlarge,16.5,26.7,47.3,65.4
db.m5.4xlarge,33.1,53.5,94.6,130.7
db.m5.8xlarge,66.1,106.9,189.3,261.4
db.m5.12xlarge,99.2,160.4,283.9,392.2
db.m5.16xlarge,132.3,213.8,378.5,522.9
db.m5.24xlarge,198.4,320.8,567.8,784.3
db.m4.large,4.2,6.8,10.5,14.2
db.m4.xlarge,8.4,13.6,21.0,28.4
db.m4.2xlarge,16.7,27.1,42.1,56.9
db.m4.4xlarge,33.5,54.3,84.1,113.8
db.m4.10xlarge,96.1,156.9,245.6,329.9
db.m4.16xlarge,133.8,217.1,336.5,455.1
db.m3.medium,3.1,5.0,8.0,10.7
db.m3.large,6.1,10.1,16.1,21.3
db.m3.xlarge,12.2,20.1,32.1,42.6
db.m3.2xlarge,24.4,40.3,64.2,85.2
db.m1.small,2.2,3.7,6.1,8.0
db.m1.medium,2.7,4.4,6.9,9.2
db.m1.large,5.3,8.7,13.8,18.4
db.m1.xlarge,10.6,17.4,27.6,36.8
db.z1d.12xlarge,194.0,336.0,631.0,793.0
db.z1d.large,8.1,14.0,26.3,33.0
db.z1d.xlarge,16.2,28.0,52.6,66.1
db.z1d.2xlarge,32.3,56.0,105.2,132.2
db.z1d.3xlarge,48.5,84.0,157.8,198.3
db.z1d.6xlarge,97.0,168.0,315.5,396.5
db.x1e.xlarge,30.4,46.8,65.8,95.1
db.x1e.2xlarge,60.8,93.6,131.7,190.3
db.x1e.4xlarge,121.6,187.2,263.3,380.5
db.x1e.8xlarge,243.3,374.5,526.6,761.0
db.x1e.16xlarge,486.6,748.9,1053.3,1522.0
db.x1e.32xlarge,973.2,1497.8,2106.5,3044.1
db.x1.32xlarge,582.8,912.2,1325.7,1872.9
db.x1.16xlarge,291.4,456.1,662.9,936.4
db.r6g.large,4.7,7.2,10.9,15.3
db.r6g.xlarge,9.4,14.5,21.7,30.6
db.r6g.2xlarge,18.7,28.9,43.5,61.2
db.r6g.4xlarge,37.5,57.8,86.9,122.5
db.r6g.12xlarge,112.4,173.5,260.7,367.5
db.r6g.16xlarge,149.8,231.3,347.6,490.0
db.r5.large,5.6,8.9,19.1,27.9
db.r5.xlarge,11.2,17.8,38.2,55.9
db.r5.2xlarge,22.5,35.6,76.3,111.8
db.r5.4xlarge,44.9,71.2,152.7,223.6
db.r5.8xlarge,89.8,142.5,305.3,447.2
db.r5.12xlarge,134.8,213.7,458.0,670.8
db.r5.16xlarge,179.7,284.9,610.6,894.4
db.r5.24xlarge,269.5,427.4,915.9,1341.6
db.r4.large,5.6,9.0,13.4,18.6
db.r4.xlarge,11.3,17.9,26.8,37.1
db.r4.2xlarge,22.5,35.8,53.7,74.3
db.r4.4xlarge,45.1,71.7,107.3,148.6
db.r4.8xlarge,90.1,143.4,214.7,297.1
db.r4.16xlarge,180.2,286.7,429.3,594.3
db.r3.large,6.7,10.8,16.5,22.6
db.r3.xlarge,13.5,21.7,33.1,45.2
db.r3.2xlarge,26.9,43.3,66.2,90.4
db.r3.4xlarge,53.9,86.7,132.4,180.8
db.r3.8xlarge,107.8,173.4,264.7,361.6
db.m2.xlarge,8.0,13.0,19.9,27.1
db.m2.2xlarge,16.1,25.9,39.8,54.1
db.m2.4xlarge,32.1,51.8,79.6,108.3
db.t3.micro,3.4,5.3,9.8,13.0
db.t3.small,3.5,5.5,10.4,14.0
db.t3.medium,3.8,6.0,11.6,16.0
db.t3.large,4.4,7.0,14.1,20.0
db.t3.xlarge,8.8,14.0,28.2,39.9
db.t3.2xlarge,17.6,27.9,56.5,79.8
db.t2.micro,1.8,3.0,4.9,6.4
db.t2.small,2.0,3.3,5.3,7.0
db.t2.medium,4.0,6.6,10.7,14.1
db.t2.large,4.8,7.8,12.3,16.5
db.t2.xlarge,9.6,15.7,24.6,33.0
db.t2.2xlarge,19.2,31.4,49.1,66.0
