instance_type,scope3_hourly,slope,intercept,error,r_value,p_value,max_power
a1.medium,1.8,0.028870967741935483,1.4701612903225807,0.004012046117365423,0.9812307724222119,0.018769227577788098,4.2
a1.large,3.7,0.05870967741935484,2.926612903225807,0.007710369114604984,0.9831860820339369,0.016813917966063123,8.5
a1.xlarge,7.4,0.11725806451612904,5.834677419354837,0.014867389885178817,0.9843013415002092,0.01569865849979079,17.0
a1.2xlarge,14.8,0.23516129032258065,11.618548387096773,0.030297368550800112,0.9838033163771658,0.016196683622834215,34.0
a1.4xlarge,29.6,0.4700000000000001,23.224999999999994,0.06112355282276554,0.9835042966858377,0.016495703314162277,67.9
a1.metal,29.6,0.4700000000000001,23.224999999999994,0.06112355282276554,0.9835042966858377,0.016495703314162277,67.9
c1.medium,1.9,0.07048387096774195,3.655645161290322,0.010798926123047146,0.977321755710035,0.022678244289965007,10.3
c1.xlarge,7.4,0.28145161290322585,14.666935483870967,0.04352829584330008,0.9769067078589337,0.023093292141066254,41.2
cr1.8xlarge,46.8,2.7640322580645162,150.13870967741934,0.36400983608967313,0.9830949127546423,0.016905087245357664,415.4
cc2.8xlarge,45.2,2.083548387096774,108.53306451612903,0.3188802783081149,0.9773688091956612,0.02263119080433884,305.3
c3.large,2.0,0.10693548387096774,5.572580645161292,0.01614394471907684,0.9779590806341205,0.022040919365879482,15.7
c3.xlarge,3.9,0.21338709677419354,11.214516129032258,0.032202573238873156,0.9779753124353889,0.022024687564611064,31.4
c3.2xlarge,7.9,0.4279032258064516,22.333870967741937,0.06462219104488973,0.9779445176596969,0.02205548234030307,62.8
c3.4xlarge,15.8,0.8546774193548385,44.76290322580645,0.1290268648066421,0.9779600533203653,0.022039946679634718,125.6
c3.8xlarge,31.5,1.7091935483870968,89.50725806451612,0.25754790781114456,0.9780395408651091,0.02196045913489086,251.2
c4.large,1.7,0.12241935483870968,6.453225806451613,0.01903669986440321,0.9766617053363842,0.023338294663615814,18.0
c4.xlarge,3.4,0.24612903225806454,12.829838709677416,0.036911617165735204,0.9782408039342902,0.02175919606570975,36.1
c4.2xlarge,6.7,0.49145161290322575,25.666935483870972,0.07504538169145002,0.9774673833508233,0.02253261664917671,72.1
c4.4xlarge,13.4,0.9840322580645163,51.33870967741935,0.15031128816784287,0.9774534339459483,0.022546566054051698,144.3
c4.8xlarge,30.2,2.1861290322580644,113.8298387096774,0.3361228890064587,0.9771667033239492,0.02283329667605083,320.2
c5.large,1.1,0.12629032258064515,5.948387096774194,0.01517286791993231,0.9858709066958045,0.014129093304195537,18.0
c5.xlarge,2.2,0.25225806451612903,11.859677419354838,0.031209989995934093,0.9850354861063022,0.014964513893697795,35.9
c5.2xlarge,4.3,0.5048387096774194,23.73145161290323,0.061893729625136236,0.9852996194605776,0.014700380539422353,71.9
c5.4xlarge,8.6,1.0091935483870966,47.432258064516134,0.12376355179689195,0.9852913874500404,0.014708612549959591,143.7
c5.9xlarge,19.4,2.2711290322580644,106.75483870967741,0.2787547333279885,0.985267376885508,0.014732623114491968,323.4
c5.12xlarge,19.4,3.634516129032258,122.61935483870968,0.45749260071463316,0.9845225210552303,0.01547747894476969,466.6
c5.18xlarge,38.9,4.541612903225807,213.5604838709677,0.5569467000449392,0.9852923665001158,0.014707633499884238,646.8
c5.24xlarge,38.9,7.268548387096774,245.30806451612898,0.9151536507464243,0.984514939525793,0.015485060474206945,933.2
c5.metal,38.9,7.268548387096774,245.30806451612898,0.9151536507464243,0.984514939525793,0.015485060474206945,933.2
c5a.large,0.7,0.0664516129032258,3.2169354838709676,0.009199559438394983,0.981368326710258,0.018631673289742016,9.5
c5a.xlarge,1.5,0.1320967741935484,6.466129032258064,0.017280284158645593,0.9833144473620252,0.016685552637974777,19.0
c5a.2xlarge,3.0,0.26370967741935486,12.976612903225805,0.0348524278547036,0.9829778835572326,0.017022116442767413,38.0
c5a.4xlarge,6.0,0.5283870967741936,25.93951612903226,0.06939332203144509,0.9831860820339368,0.01681391796606324,76.1
c5a.8xlarge,12.0,1.0566129032258065,51.86048387096774,0.14021192800708202,0.9828427414606778,0.01715725853932215,152.1
c5a.12xlarge,18.0,1.585,77.79999999999998,0.2096050433399644,0.9829575882983512,0.01704241170164877,228.2
c5a.16xlarge,24.0,2.1146774193548388,103.66290322580645,0.279814793995253,0.9829381431422876,0.017061856857712446,304.3
c5a.24xlarge,36.0,3.1711290322580643,155.50483870967744,0.41946222260349786,0.9829494420436117,0.017050557956388317,456.4
c5ad.large,0.9,0.0664516129032258,3.2169354838709676,0.009199559438394983,0.981368326710258,0.018631673289742016,9.5
c5ad.xlarge,1.7,0.1320967741935484,6.466129032258064,0.017280284158645593,0.9833144473620252,0.016685552637974777,19.0
c5ad.2xlarge,3.5,0.26370967741935486,12.976612903225805,0.0348524278547036,0.9829778835572326,0.017022116442767413,38.0
c5ad.4xlarge,7.0,0.5283870967741936,25.93951612903226,0.06939332203144509,0.9831860820339368,0.01681391796606324,76.1
c5ad.8xlarge,13.9,1.0566129032258065,51.86048387096774,0.14021192800708202,0.9828427414606778,0.01715725853932215,152.1
c5ad.12xlarge,20.9,1.585,77.79999999999998,0.2096050433399644,0.9829575882983512,0.01704241170164877,228.2
c5ad.16xlarge,27.9,2.1146774193548388,103.66290322580645,0.279814793995253,0.9829381431422876,0.017061856857712446,304.3
c5ad.24xlarge,41.8,3.1711290322580643,155.50483870967744,0.41946222260349786,0.9829494420436117,0.017050557956388317,456.4
c5d.large,1.2,0.12629032258064515,5.948387096774194,0.01517286791993231,0.9858709066958045,0.014129093304195537,18.0
c5d.xlarge,2.5,0.25225806451612903,11.859677419354838,0.031209989995934093,0.9850354861063022,0.014964513893697795,35.9
c5d.2xlarge,5.0,0.5048387096774194,23.73145161290323,0.061893729625136236,0.9852996194605776,0.014700380539422353,71.9
c5d.4xlarge,9.9,1.0091935483870966,47.432258064516134,0.12376355179689195,0.9852913874500404,0.014708612549959591,143.7
c5d.9xlarge,22.3,2.2711290322580644,106.75483870967741,0.2787547333279885,0.985267376885508,0.014732623114491968,323.4
c5d.12xlarge,25.2,3.634516129032258,122.61935483870968,0.45749260071463316,0.9845225210552303,0.01547747894476969,466.6
c5d.18xlarge,44.7,4.541612903225807,213.5604838709677,0.5569467000449392,0.9852923665001158,0.014707633499884238,646.8
c5d.24xlarge,50.5,7.268548387096774,245.30806451612898,0.9151536507464243,0.984514939525793,0.015485060474206945,933.2
c5d.metal,50.5,7.268548387096774,245.30806451612898,0.9151536507464243,0.984514939525793,0.015485060474206945,933.2
c5n.large,1.1,0.13435483870967743,6.2508064516129025,0.01613931124074695,0.9858751048031714,0.014124895196828583,19.1
c5n.xlarge,2.2,0.26838709677419353,12.48951612903226,0.03276427412119581,0.9854219486339857,0.014578051366014312,38.1
c5n.2xlarge,4.3,0.537741935483871,24.965322580645157,0.0652265821880421,0.985603939462232,0.014396060537767985,76.3
c5n.4xlarge,8.6,1.074032258064516,49.98870967741936,0.13108394058659023,0.985428957977512,0.014571042022488042,152.5
c5n.9xlarge,19.4,2.4287096774193553,112.75161290322579,0.29576168444447276,0.9854922245638981,0.014507775436101926,344.6
c5n.18xlarge,38.9,4.857096774193549,225.49112903225802,0.5920287183759706,0.9854660749483161,0.014533925051683935,689.1
c5n.metal,38.9,4.857096774193549,225.49112903225802,0.5920287183759706,0.9854660749483161,0.014533925051683935,689.1
c6g.medium,0.5,0.028709677419354835,1.3516129032258066,0.003474299875570644,0.9856694257471378,0.01433057425286221,4.1
c6g.large,1.0,0.05596774193548387,2.7862903225806455,0.007221683011257737,0.9837550940369371,0.016244905963062935,8.1
c6g.xlarge,2.1,0.11129032258064517,5.598387096774194,0.014198129759149527,0.9841108886442906,0.015889111355709362,16.2
c6g.2xlarge,4.2,0.2238709677419355,11.120161290322583,0.02917494060335266,0.9834373690222586,0.01656263097774135,32.4
c6g.4xlarge,8.4,0.4479032258064517,22.258870967741927,0.056938168172123806,0.9842215557981027,0.015778444201897335,64.9
c6g.8xlarge,16.7,0.895967741935484,44.511290322580635,0.1147610397909593,0.9839869498697111,0.016013050130288864,129.8
c6g.12xlarge,25.1,1.3438709677419354,66.77016129032258,0.17169801809361038,0.9840655364263174,0.015934463573682552,194.7
c6g.16xlarge,33.4,1.79241935483871,88.97822580645162,0.22919762033566934,0.9840395283068327,0.01596047169316727,259.6
c6g.metal,33.4,1.79241935483871,88.97822580645162,0.22919762033566934,0.9840395283068327,0.01596047169316727,259.6
c6gd.medium,0.6,0.028709677419354835,1.3516129032258066,0.003474299875570644,0.9856694257471378,0.01433057425286221,4.1
c6gd.large,1.2,0.05596774193548387,2.7862903225806455,0.007221683011257737,0.9837550940369371,0.016244905963062935,8.1
c6gd.xlarge,2.5,0.11129032258064517,5.598387096774194,0.014198129759149527,0.9841108886442906,0.015889111355709362,16.2
c6gd.2xlarge,4.9,0.2238709677419355,11.120161290322583,0.02917494060335266,0.9834373690222586,0.01656263097774135,32.4
c6gd.4xlarge,9.8,0.4479032258064517,22.258870967741927,0.056938168172123806,0.9842215557981027,0.015778444201897335,64.9
c6gd.8xlarge,19.6,0.895967741935484,44.511290322580635,0.1147610397909593,0.9839869498697111,0.016013050130288864,129.8
c6gd.12xlarge,29.4,1.3438709677419354,66.77016129032258,0.17169801809361038,0.9840655364263174,0.015934463573682552,194.7
c6gd.16xlarge,39.2,1.79241935483871,88.97822580645162,0.22919762033566934,0.9840395283068327,0.01596047169316727,259.6
c6gd.metal,39.2,1.79241935483871,88.97822580645162,0.22919762033566934,0.9840395283068327,0.01596047169316727,259.6
c6gn.medium,0.5,0.028709677419354835,1.3516129032258066,0.003474299875570644,0.9856694257471378,0.01433057425286221,4.1
c6gn.large,1.0,0.05596774193548387,2.7862903225806455,0.007221683011257737,0.9837550940369371,0.016244905963062935,8.1
c6gn.xlarge,2.1,0.11129032258064517,5.598387096774194,0.014198129759149527,0.9841108886442906,0.015889111355709362,16.2
c6gn.2xlarge,4.2,0.2238709677419355,11.120161290322583,0.02917494060335266,0.9834373690222586,0.01656263097774135,32.4
c6gn.4xlarge,8.4,0.4479032258064517,22.258870967741927,0.056938168172123806,0.9842215557981027,0.015778444201897335,64.9
c6gn.8xlarge,16.7,0.895967741935484,44.511290322580635,0.1147610397909593,0.9839869498697111,0.016013050130288864,129.8
c6gn.12xlarge,25.1,1.3438709677419354,66.77016129032258,0.17169801809361038,0.9840655364263174,0.015934463573682552,194.7
c6gn.16xlarge,33.4,1.79241935483871,88.97822580645162,0.22919762033566934,0.9840395283068327,0.01596047169316727,259.6
d2.xlarge,6.3,0.2751612903225807,15.143548387096772,0.03429572378789039,0.9848180838680367,0.015181916131963291,41.7
d2.2xlarge,12.6,0.5496774193548388,30.312903225806444,0.06874412282134788,0.9847169649139452,0.015283035086054773,83.4
d2.4xlarge,25.2,1.1,60.599999999999994,0.13733054073786635,0.9847686834168046,0.01523131658319543,166.8
d2.8xlarge,56.8,2.359516129032258,129.54435483870967,0.2999362900612963,0.9842224948615746,0.01577750513842535,356.9
d3.xlarge,3.2,0.31467741935483867,13.062903225806451,0.03257046311672379,0.9894560014211498,0.010543998578850241,43.3
d3.2xlarge,6.3,0.6301612903225806,26.093548387096774,0.06624723896235445,0.9891281247422163,0.010871875257783657,86.6
d3.4xlarge,12.7,1.2606451612903224,52.1241935483871,0.13162980204604385,0.9892726992806696,0.010727300719330365,173.2
d3.8xlarge,25.4,2.520806451612903,104.29274193548389,0.2635770481316025,0.9892431672630676,0.010756832736932398,346.4
d3en.xlarge,3.1,0.2362903225806452,10.073387096774194,0.02596861849852922,0.9881362137480818,0.011863786251918194,32.7
d3en.2xlarge,6.1,0.47354838709677427,20.03306451612903,0.05162632134048362,0.9883223865328847,0.011677613467115265,65.4
d3en.4xlarge,12.3,0.9449999999999998,40.175,0.10331306166055415,0.988257928140206,0.011742071859794034,130.7
d3en.6xlarge,18.4,1.4187096774193548,60.2266129032258,0.15550053869301925,0.9881985491941887,0.011801450805811296,196.1
d3en.8xlarge,24.5,1.8912903225806448,80.27338709677421,0.20743774375416527,0.9881829914411014,0.011817008558898558,261.4
d3en.12xlarge,36.8,2.837258064516129,120.43467741935484,0.3104394501110033,0.9882390726850864,0.011760927314913627,392.2
dc2.large,2.6,0.14774193548387096,8.16532258064516,0.019041311406056947,0.9837921038152195,0.01620789618478046,22.4
dc2.8xlarge,42.0,2.3917741935483874,131.2040322580645,0.3048489821617869,0.9841400921582886,0.015859907841711426,361.6
ds2.xlarge,4.4,0.2767741935483871,15.279032258064516,0.034693919555309434,0.9846480312377006,0.015351968762299384,42.0
ds2.8xlarge,39.4,2.359516129032258,129.54435483870967,0.2999362900612963,0.9842224948615746,0.01577750513842535,356.9
f1.2xlarge,9.1,0.7135483870967742,40.90806451612904,0.08000601564271156,0.9876603877639114,0.01233961223608859,110.9
f1.4xlarge,18.2,1.4258064516129032,81.89274193548388,0.15984833228416026,0.9876632700619986,0.012336729938001386,221.8
f1.16xlarge,72.8,5.704193548387097,327.45725806451617,0.6403148461790105,0.9876324617207455,0.012367538279254518,887.1
g2.2xlarge,14.2,2.495645161290322,72.1491935483871,0.39238825400801086,0.9761594715714486,0.02384052842855144,305.4
g2.8xlarge,56.7,9.984032258064516,288.51370967741934,1.5690943220263034,0.9761795926069371,0.0238204073930629,1221.7
g3s.xlarge,3.8,2.87758064516129,73.5717741935484,0.44471549528679427,0.9769388460803712,0.023061153919628815,342.7
g3.4xlarge,15.1,3.6070967741935482,114.26612903225808,0.521639609705927,0.9797205544444978,0.020279445555502203,454.1
g3.8xlarge,30.3,7.215645161290321,228.47419354838706,1.0426958862670823,0.9797504456486237,0.020249554351376316,908.3
g3.16xlarge,60.6,14.43032258064516,456.96209677419347,2.0857145997281763,0.9797417300512123,0.020258269948787655,1816.5
g4dn.xlarge,3.6,0.8514516129032258,24.016935483870974,0.12325374936516251,0.9796818096176374,0.020318190382362596,104.0
g4dn.2xlarge,7.3,1.0877419354838709,34.09032258064516,0.14897726258012975,0.9817537475769669,0.018246252423033127,136.7
g4dn.4xlarge,14.5,1.5603225806451613,54.13709677419356,0.20061384726084844,0.98386815561571,0.01613184438429005,202.0
g4dn.8xlarge,29.0,2.5053225806451613,94.31209677419352,0.3036009497359013,0.9856305933053616,0.014369406694638383,332.7
g4dn.16xlarge,58.1,4.39758064516129,174.5717741935484,0.5104955854029712,0.9867905650606067,0.013209434939393305,594.2
g4dn.12xlarge,43.6,5.296129032258064,176.4298387096774,0.69922506626139,0.9830121180919967,0.016987881908003263,677.4
g4dn.metal,87.1,10.590806451612902,352.9427419354839,1.3988792595797597,0.9829974133147433,0.017002586685256667,1354.7
g4ad.4xlarge,11.1,2.6224193548387094,78.20322580645163,0.3881494255913426,0.9787870542681173,0.021212945731882697,324.4
g4ad.8xlarge,22.3,5.2458064516129035,156.39274193548388,0.7759654999263571,0.9788122662126691,0.021187733787330857,648.9
g4ad.16xlarge,44.6,10.492258064516129,312.7346774193548,1.5524402198011316,0.9788013237061215,0.021198676293878494,1297.8
h1.2xlarge,8.5,0.3796774193548386,20.512903225806458,0.05048103671318475,0.9827776072997816,0.017222392700218414,56.9
h1.4xlarge,16.9,0.7580645161290323,41.10241935483871,0.1003880672583486,0.9829113695074413,0.017088630492558706,113.8
h1.8xlarge,33.9,1.5159677419354838,82.18629032258065,0.20204732229715539,0.9826963099975463,0.017303690002453683,227.5
h1.16xlarge,67.7,3.033225806451613,164.2959677419355,0.402983128586146,0.9828031956888434,0.017196804311156548,455.1
hs1.8xlarge,37.9,1.3630645161290322,73.9524193548387,0.1801319574988924,0.9829803750021004,0.017019624997899555,204.7
i2.xlarge,6.4,0.2987096774193549,16.42661290322581,0.03811821321862078,0.9841030642015071,0.01589693579849294,45.2
i2.2xlarge,12.8,0.5985483870967743,32.758064516129025,0.0763728837856184,0.9841061598772449,0.01589384012275507,90.4
i2.4xlarge,25.7,1.195967741935484,65.61129032258064,0.15260881721778619,0.9841047137999043,0.01589528620009573,180.8
i2.8xlarge,51.3,2.3917741935483874,131.2040322580645,0.3048489821617869,0.9841400921582886,0.015859907841711426,361.6
i3.large,2.1,0.12193548387096775,6.77258064516129,0.015045024345085811,0.9851151699991505,0.014884830000849501,18.6
i3.xlarge,4.2,0.24274193548387096,13.56532258064516,0.029128313319460104,0.9859044395785386,0.01409556042146143,37.1
i3.2xlarge,8.3,0.487258064516129,27.084677419354843,0.05898392830362325,0.9856606612128321,0.014339338787167871,74.3
i3.4xlarge,16.6,0.9732258064516129,54.245967741935495,0.1175636354349883,0.9857196879486594,0.014280312051340619,148.6
i3.8xlarge,33.3,1.9462903225806454,108.47338709677418,0.2362615720701193,0.9855822076973484,0.014417792302651613,297.1
i3.16xlarge,66.6,3.8938709677419348,216.8701612903226,0.4714865472693596,0.9856533511867709,0.014346648813229114,594.3
i3.metal,74.9,4.241774193548387,235.6790322580645,0.5189498145192794,0.9853601602801644,0.01463983971983562,646.3
i3en.large,1.8,0.22161290322580646,6.510483870967741,0.017346959777654793,0.9939286196970183,0.00607138030298171,27.9
i3en.xlarge,3.5,0.4441935483870968,13.007258064516126,0.03433523975255964,0.9940780533670667,0.005921946632933327,55.9
i3en.2xlarge,7.1,0.8875806451612903,26.046774193548387,0.06754551015224751,0.9942585114638134,0.005741488536186611,111.8
i3en.3xlarge,10.6,1.331774193548387,39.0540322580645,0.10188069551503057,0.994198630661411,0.00580136933858899,167.7
i3en.6xlarge,21.3,2.663064516129032,78.15241935483874,0.2038439619465365,0.9941918770477313,0.005808122952268732,335.4
i3en.12xlarge,42.6,5.326612903225806,156.26048387096773,0.4076047629996218,0.9941952712973129,0.005804728702687111,670.8
i3en.24xlarge,85.2,10.653709677419355,312.4516129032257,0.8149339314908334,0.9941996836548741,0.0058003163451259,1341.6
i3en.metal,85.2,10.653709677419355,312.4516129032257,0.8149339314908334,0.9941996836548741,0.0058003163451259,1341.6
inf1.xlarge,1.6,0.30306451612903224,10.20241935483871,0.038003898562270114,0.9846366093110516,0.015363390688948434,38.9
inf1.2xlarge,3.2,0.6061290322580645,20.42983870967742,0.07599585980562522,0.9846413240941374,0.015358675905862597,77.8
inf1.6xlarge,9.7,1.8175806451612904,61.29677419354839,0.22898508714603238,0.98449631594604,0.015503684053959962,233.3
inf1.24xlarge,38.9,7.268548387096774,245.30806451612898,0.9151536507464243,0.984514939525793,0.015485060474206945,933.2
m1.small,1.5,0.055161290322580644,2.793548387096774,0.008399494558897748,0.977589857558343,0.022410142441656955,8.0
m1.medium,1.5,0.061451612903225795,3.341935483870968,0.008645973722056822,0.9807737733963575,0.019226226603642482,9.2
m1.large,3.0,0.12403225806451611,6.588709677419357,0.01748085023303867,0.9807094010096606,0.019290598990339355,18.4
m1.xlarge,5.9,0.24806451612903221,13.177419354838714,0.03496170046607734,0.9807094010096606,0.019290598990339355,36.8
m2.xlarge,3.0,0.17983870967741936,9.806451612903226,0.02358895092239477,0.9832267999659382,0.016773200034061794,27.1
m2.2xlarge,6.0,0.35854838709677417,19.633064516129036,0.046328451757507196,0.9837112834804363,0.016288716519563654,54.1
m2.4xlarge,12.1,0.7187096774193549,39.20161290322581,0.09303124580005002,0.9836544409489222,0.016345559051077815,108.3
m3.medium,1.5,0.07225806451612903,3.809677419354839,0.00970694420860073,0.982427792774146,0.01757220722585395,10.7
m3.large,2.9,0.14387096774193547,7.64516129032258,0.021150567700368418,0.9790641709943004,0.02093582900569957,21.3
m3.xlarge,5.8,0.2880645161290323,15.227419354838709,0.04143278096132814,0.979933069252559,0.02006693074744104,42.6
m3.2xlarge,11.7,0.5756451612903226,30.499193548387087,0.0832553007877648,0.9797165447204929,0.020283455279507145,85.2
m4.large,1.2,0.09435483870967742,5.150806451612904,0.012539998439955635,0.982791526014879,0.01720847398512104,14.2
m4.xlarge,2.3,0.18870967741935485,10.301612903225807,0.02507999687991127,0.982791526014879,0.01720847398512104,28.4
m4.2xlarge,4.6,0.3796774193548386,20.512903225806458,0.05048103671318475,0.9827776072997816,0.017222392700218414,56.9
m4.4xlarge,9.2,0.7580645161290323,41.10241935483871,0.1003880672583486,0.9829113695074413,0.017088630492558706,113.8
m4.10xlarge,34.5,2.2095161290322576,118.7443548387097,0.3025384604165516,0.9817627942839254,0.018237205716074567,329.9
m4.16xlarge,36.9,3.033225806451613,164.2959677419355,0.402983128586146,0.9828031956888434,0.017196804311156548,455.1
m5.large,1.0,0.15403225806451612,5.213709677419355,0.014218041549914264,0.9915870446307833,0.008412955369216716,20.0
m5.xlarge,1.9,0.30709677419354836,10.441129032258067,0.028786256150882053,0.9913275558635379,0.008672444136462065,39.9
m5.2xlarge,3.9,0.6148387096774194,20.85645161290323,0.058118926120163686,0.9911826308444714,0.008817369155528552,79.8
m5.4xlarge,7.8,1.229032258064516,41.76370967741936,0.11578682217500348,0.9912409629104875,0.008759037089512532,159.6
m5.8xlarge,15.5,2.4583870967741936,83.53951612903225,0.23066372866839124,0.9913110190185369,0.008688980981463089,319.3
m5.12xlarge,23.3,3.688064516129032,125.25241935483868,0.34690152388490836,0.9912683150493814,0.0087316849506186,478.9
m5.16xlarge,31.1,4.917096774193548,167.01612903225805,0.4626874286250896,0.9912615164120699,0.008738483587930055,638.5
m5.24xlarge,46.6,7.3754838709677415,250.55564516129039,0.6933509705901526,0.9912780362003129,0.008721963799687149,957.8
m5.metal,46.6,7.3754838709677415,250.55564516129039,0.6933509705901526,0.9912780362003129,0.008721963799687149,957.8
m5a.large,1.0,0.10354838709677419,5.108064516129033,0.012737851530085293,0.9852027155146571,0.014797284485342892,15.0
m5a.xlarge,1.9,0.2056451612903226,10.299193548387095,0.02573111483304811,0.9847023480879366,0.015297651912063446,29.9
m5a.2xlarge,3.9,0.4112903225806452,20.57338709677419,0.05183501853691337,0.9844850650299843,0.015514934970015659,59.8
m5a.4xlarge,7.8,0.8220967741935484,41.21612903225806,0.10362492146986547,0.9844804227861919,0.01551957721380814,119.6
m5a.8xlarge,15.5,1.6456451612903227,82.37419354838708,0.206612934703228,0.9846000495699941,0.015399950430005862,239.3
m5a.12xlarge,23.3,2.4683870967741934,123.53951612903226,0.3108068805762315,0.9845127779716011,0.015487222028398912,358.9
m5a.16xlarge,31.1,3.2908064516129034,164.69274193548387,0.4135647029517586,0.9845709338513936,0.0154290661486064,478.5
m5a.24xlarge,46.6,4.936451612903225,247.06693548387096,0.6201774873089385,0.9845806501865838,0.015419349813416194,717.8
m5ad.large,1.2,0.10354838709677419,5.108064516129033,0.012737851530085293,0.9852027155146571,0.014797284485342892,15.0
m5ad.xlarge,2.4,0.2056451612903226,10.299193548387095,0.02573111483304811,0.9847023480879366,0.015297651912063446,29.9
m5ad.2xlarge,4.8,0.4112903225806452,20.57338709677419,0.05183501853691337,0.9844850650299843,0.015514934970015659,59.8
m5ad.4xlarge,9.7,0.8220967741935484,41.21612903225806,0.10362492146986547,0.9844804227861919,0.01551957721380814,119.6
m5ad.8xlarge,19.4,1.6456451612903227,82.37419354838708,0.206612934703228,0.9846000495699941,0.015399950430005862,239.3
m5ad.12xlarge,29.1,2.4683870967741934,123.53951612903226,0.3108068805762315,0.9845127779716011,0.015487222028398912,358.9
m5ad.16xlarge,38.8,3.2908064516129034,164.69274193548387,0.4135647029517586,0.9845709338513936,0.0154290661486064,478.5
m5ad.24xlarge,58.2,4.936451612903225,247.06693548387096,0.6201774873089385,0.9845806501865838,0.015419349813416194,717.8
m5d.large,1.2,0.15403225806451612,5.213709677419355,0.014218041549914264,0.9915870446307833,0.008412955369216716,20.0
m5d.xlarge,2.4,0.30709677419354836,10.441129032258067,0.028786256150882053,0.9913275558635379,0.008672444136462065,39.9
m5d.2xlarge,4.8,0.6148387096774194,20.85645161290323,0.058118926120163686,0.9911826308444714,0.008817369155528552,79.8
m5d.4xlarge,9.7,1.229032258064516,41.76370967741936,0.11578682217500348,0.9912409629104875,0.008759037089512532,159.6
m5d.8xlarge,19.4,2.4583870967741936,83.53951612903225,0.23066372866839124,0.9913110190185369,0.008688980981463089,319.3
m5d.12xlarge,29.1,3.688064516129032,125.25241935483868,0.34690152388490836,0.9912683150493814,0.0087316849506186,478.9
m5d.16xlarge,38.8,4.917096774193548,167.01612903225805,0.4626874286250896,0.9912615164120699,0.008738483587930055,638.5
m5d.24xlarge,58.2,7.3754838709677415,250.55564516129039,0.6933509705901526,0.9912780362003129,0.008721963799687149,957.8
m5d.metal,58.2,7.3754838709677415,250.55564516129039,0.6933509705901526,0.9912780362003129,0.008721963799687149,957.8
m5dn.large,1.2,0.11790322580645163,5.008870967741936,0.013137737860355122,0.987810328893786,0.012189671106214045,16.3
m5dn.xlarge,2.4,0.2362903225806452,10.073387096774194,0.02596861849852922,0.9881362137480818,0.011863786251918194,32.7
m5dn.2xlarge,4.8,0.47354838709677427,20.03306451612903,0.05162632134048362,0.9883223865328847,0.011677613467115265,65.4
m5dn.4xlarge,9.7,0.9449999999999998,40.175,0.10331306166055415,0.988257928140206,0.011742071859794034,130.7
m5dn.8xlarge,19.4,1.8912903225806448,80.27338709677421,0.20743774375416527,0.9881829914411014,0.011817008558898558,261.4
m5dn.12xlarge,29.1,2.837258064516129,120.43467741935484,0.3104394501110033,0.9882390726850864,0.011760927314913627,392.2
m5dn.16xlarge,38.8,3.782741935483871,160.56532258064516,0.41345133573847903,0.9882635442190877,0.011736455780912314,522.9
